CRASH DATE,CRASH TIME,CRASH_DATETIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,COLLISION_ID,UNIQUE_ID,PERSON_ID,PERSON_TYPE,PERSON_INJURY,VEHICLE_ID,PERSON_AGE,EJECTION,EMOTIONAL_STATUS,BODILY_INJURY,POSITION_IN_VEHICLE,SAFETY_EQUIPMENT,COMPLAINT,PED_ROLE,PERSON_SEX,YEAR,INJURY_TYPE
2019-09-16,05:45:00,2019-09-16 05:45:00,NONE,,40.81021,-73.90208,"(40.81021, -73.90208)",BRUCKNER EXPRESSWAY,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4206575,10148118,F2C3F612-E15C-4101-8EDE-A8F9149838D3,OCCUPANT,UNSPECIFIED,19090652.0,52.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2019-09-17,11:25:00,2019-09-17 11:25:00,BRONX,10457,40.838875,-73.9058,"(40.838875, -73.9058)",,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,DRIVER INATTENTION/DISTRACTION,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4207664,10151992,A9313DE4-03DC-452D-8B63-2721AAC054D5,OCCUPANT,UNSPECIFIED,19092617.0,30.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"FRONT PASSENGER, IF TWO OR MORE PERSONS, INCLUDING THE DRIVER, ARE IN THE FRONT SEAT",LAP BELT,DOES NOT APPLY,PASSENGER,M,2019,MOTORIST
2019-09-18,07:15:00,2019-09-18 07:15:00,BROOKLYN,11234,40.62853,-73.9221,"(40.62853, -73.9221)",AVENUE J,EAST 56 STREET,1.0,0.0,0,0,0,0,1,0,UNSPECIFIED,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4208402,10155677,307B575A-57BA-43EE-9A6C-DBF52474E854,OCCUPANT,INJURED,19094452.0,43.0,NOT EJECTED,CONSCIOUS,ENTIRE BODY,DRIVER,LAP BELT,COMPLAINT OF PAIN OR NAUSEA,DRIVER,F,2019,MOTORIST
2019-09-16,14:00:00,2019-09-16 14:00:00,NONE,,40.689697,-73.98296,"(40.689697, -73.98296)",BOND STREET,,0.0,0.0,0,0,0,0,0,0,PASSING OR LANE USAGE IMPROPER,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4209036,10158843,6EC27CA7-9436-473E-822A-ECB2E843E2F2,OCCUPANT,UNSPECIFIED,19096055.0,37.0,,,,,,,REGISTRANT,F,2019,MOTORIST
2019-09-17,18:05:00,2019-09-17 18:05:00,BROOKLYN,11204,40.627113,-73.983536,"(40.627113, -73.983536)",,,1.0,0.0,0,0,0,0,1,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4207790,10155944,C61B7539-46EB-43D0-861B-7F90D96C0071,OCCUPANT,UNSPECIFIED,19094583.0,53.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2019-09-16,08:00:00,2019-09-16 08:00:00,NONE,,40.66922,-73.801094,"(40.66922, -73.801094)",VAN WYCK EXPWY,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,FLAT BED,SEDAN,4206778,10151332,FBB552FF-4A4B-4435-A4C9-CA1EEF6D6462,OCCUPANT,UNSPECIFIED,19092304.0,0.0,,,,,,,REGISTRANT,,2019,MOTORIST
2019-09-15,00:30:00,2019-09-15 00:30:00,MANHATTAN,10022,40.75887,-73.96428,"(40.75887, -73.96428)",,,0.0,0.0,0,0,0,0,0,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,TAXI,4205616,10144393,17689B67-9256-476C-ADB0-820E06FB933F,OCCUPANT,UNSPECIFIED,19088813.0,35.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,UNKNOWN,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2019-09-16,07:48:00,2019-09-16 07:48:00,BRONX,10461,40.83664,-73.83382,"(40.83664, -73.83382)",EAST TREMONT AVENUE,WATERBURY AVENUE,0.0,1.0,0,0,0,0,0,1,UNSPECIFIED,UNSPECIFIED,MOTORCYCLE,FLAT RACK,4206893,10150643,19C94260-A214-40A5-AC0D-88ED033F84AB,OCCUPANT,UNSPECIFIED,,,,,,,,,NOTIFIED PERSON,,2019,MOTORIST
2019-09-17,07:45:00,2019-09-17 07:45:00,NONE,,40.75603,-73.799866,"(40.75603, -73.799866)",167 STREET,,1.0,0.0,1,0,0,0,0,0,OTHER VEHICULAR,,SEDAN,,4207662,10154205,699E1440-060C-4C31-B7EF-524960063717,OCCUPANT,UNSPECIFIED,19093722.0,0.0,,,,,,,REGISTRANT,U,2019,MOTORIST
2019-09-17,21:11:00,2019-09-17 21:11:00,NONE,,40.69731,-73.932274,"(40.69731, -73.932274)",BUSHWICK AVENUE,,2.0,0.0,0,0,0,0,2,0,FAILURE TO YIELD RIGHT-OF-WAY,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4207779,10152763,9713D67E-1ED7-4E54-A62F-578B098759C0,OCCUPANT,INJURED,19092996.0,72.0,NOT EJECTED,CONSCIOUS,HEAD,"FRONT PASSENGER, IF TWO OR MORE PERSONS, INCLUDING THE DRIVER, ARE IN THE FRONT SEAT",LAP BELT & HARNESS,COMPLAINT OF PAIN OR NAUSEA,PASSENGER,F,2019,MOTORIST
2019-09-17,09:45:00,2019-09-17 09:45:00,QUEENS,11101,40.75621,-73.93659,"(40.75621, -73.93659)",24 STREET,38 AVENUE,0.0,0.0,0,0,0,0,0,0,TRAFFIC CONTROL DISREGARDED,UNSPECIFIED,SEDAN,SEDAN,4208523,10157378,F1F0D8E5-2700-4EBB-8B4A-384C752FAC41,OCCUPANT,UNSPECIFIED,19095321.0,47.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,UNKNOWN,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2019-09-17,18:00:00,2019-09-17 18:00:00,QUEENS,11364,40.736275,-73.772865,"(40.736275, -73.772865)",FRANCIS LEWIS BOULEVARD,73 AVENUE,0.0,0.0,0,0,0,0,0,0,UNSAFE LANE CHANGING,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4207606,10154102,6EFC4C0D-2105-44F6-85A1-0CD73A6CBC74,OCCUPANT,UNSPECIFIED,19093668.0,0.0,,,,,,,REGISTRANT,U,2019,MOTORIST
2019-09-15,14:20:00,2019-09-15 14:20:00,BROOKLYN,11203,40.652973,-73.94401,"(40.652973, -73.94401)",BROOKLYN AVENUE,LINDEN BOULEVARD,3.0,0.0,0,0,0,0,3,0,DRIVER INEXPERIENCE,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4206081,10147977,4C9C2B0E-AA5C-42FD-81E2-9D05E3D497F6,OCCUPANT,INJURED,19090581.0,15.0,NOT EJECTED,CONSCIOUS,ENTIRE BODY,DRIVER,LAP BELT,COMPLAINT OF PAIN OR NAUSEA,DRIVER,F,2019,MOTORIST
2019-09-16,15:38:00,2019-09-16 15:38:00,BROOKLYN,11220,40.63948,-74.016174,"(40.63948, -74.016174)",60 STREET,5 AVENUE,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4206986,10150566,457C3BBF-FD5A-474A-976F-A399E3083017,OCCUPANT,UNSPECIFIED,19091905.0,63.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2019-09-16,07:25:00,2019-09-16 07:25:00,NONE,,40.61427,-74.156654,"(40.61427, -74.156654)",STATEN ISLAND EXPRESSWAY,,0.0,0.0,0,0,0,0,0,0,FAILURE TO YIELD RIGHT-OF-WAY,UNSPECIFIED,PICK-UP TRUCK,STATION WAGON/SPORT UTILITY VEHICLE,4210954,10167672,B3221D4B-C183-4AF8-9573-1E560BB499FA,OCCUPANT,UNSPECIFIED,19100537.0,34.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,UNKNOWN,DOES NOT APPLY,DRIVER,F,2019,MOTORIST
2019-09-15,16:30:00,2019-09-15 16:30:00,MANHATTAN,10034,40.87122,-73.91416,"(40.87122, -73.91416)",BROADWAY,WEST 218 STREET,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,BACKING UNSAFELY,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4206636,10149547,54ED9E1E-8C25-4E59-803B-6E0C2E7134BB,OCCUPANT,UNSPECIFIED,19091381.0,53.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"FRONT PASSENGER, IF TWO OR MORE PERSONS, INCLUDING THE DRIVER, ARE IN THE FRONT SEAT",LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,M,2019,MOTORIST
2019-09-17,05:08:00,2019-09-17 05:08:00,NONE,,40.794243,-73.931145,"(40.794243, -73.931145)",FDR DRIVE,,0.0,0.0,0,0,0,0,0,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,SEDAN,SEDAN,4208821,10158029,6FB2E932-9D49-4E03-B6C6-05742A822E75,OCCUPANT,UNSPECIFIED,19095655.0,36.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2019-09-17,14:30:00,2019-09-17 14:30:00,BROOKLYN,11220,40.633705,-74.01141,"(40.633705, -74.01141)",,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4207564,10171026,A1816D3A-9C0B-4E56-AFB8-BCD210F89073,OCCUPANT,UNSPECIFIED,19102224.0,39.0,,,,,,,REGISTRANT,M,2019,MOTORIST
2019-09-15,15:15:00,2019-09-15 15:15:00,NONE,,40.745148,-73.93348,"(40.745148, -73.93348)",QUEENS BOULEVARD,VANDAM STREET,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,DRIVER INATTENTION/DISTRACTION,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4207397,10154153,BA4E6F6C-C41B-4E89-8E26-0DFD842934FD,OCCUPANT,UNSPECIFIED,19093692.0,51.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,UNKNOWN,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2019-09-15,12:55:00,2019-09-15 12:55:00,QUEENS,11429,40.712116,-73.73118,"(40.712116, -73.73118)",HEMPSTEAD AVENUE,223 STREET,1.0,0.0,0,0,1,0,0,0,DRIVER INATTENTION/DISTRACTION,DRIVER INATTENTION/DISTRACTION,STATION WAGON/SPORT UTILITY VEHICLE,BIKE,4205889,10160163,22BEDE41-926B-45FF-A7ED-D8315F3A6B96,OCCUPANT,UNSPECIFIED,19096752.0,26.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2019-09-15,18:37:00,2019-09-15 18:37:00,BRONX,10468,40.867676,-73.89855,"(40.867676, -73.89855)",WEST KINGSBRIDGE ROAD,DAVIDSON AVENUE,1.0,0.0,0,0,0,0,1,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,SEDAN,SEDAN,4208367,10156310,50CAA0CD-11FD-4819-B3E8-129A03605BFD,OCCUPANT,UNSPECIFIED,19094781.0,41.0,,,,,,,REGISTRANT,M,2019,MOTORIST
2019-09-16,08:14:00,2019-09-16 08:14:00,BROOKLYN,11226,40.65217,-73.96141,"(40.65217, -73.96141)",CATON AVENUE,OCEAN AVENUE,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,BOX TRUCK,SEDAN,4206745,10150585,75B10509-B7C6-47C4-B51A-C5C851CF8A27,OCCUPANT,UNSPECIFIED,19091912.0,21.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"FRONT PASSENGER, IF TWO OR MORE PERSONS, INCLUDING THE DRIVER, ARE IN THE FRONT SEAT",UNKNOWN,DOES NOT APPLY,PASSENGER,M,2019,MOTORIST
2019-09-17,22:00:00,2019-09-17 22:00:00,NONE,,40.7024,-73.9605,"(40.7024, -73.9605)",BROOKLYN QUEENS EXPRESSWAY,,0.0,0.0,0,0,0,0,0,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4207683,10153403,B5EDEEB1-C908-47D9-A512-FEBE58EDA895,OCCUPANT,UNSPECIFIED,19093325.0,68.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,F,2019,MOTORIST
2019-09-17,14:00:00,2019-09-17 14:00:00,NONE,,40.691113,-73.838425,"(40.691113, -73.838425)",ATLANTIC AVENUE,107 STREET,1.0,0.0,0,0,0,0,1,0,BRAKES DEFECTIVE,UNSPECIFIED,SEDAN,SEDAN,4207659,10153730,DD7B1EB6-FF0E-4DAD-8255-452180EEA021,OCCUPANT,UNSPECIFIED,19093489.0,37.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2019-09-15,21:15:00,2019-09-15 21:15:00,NONE,,40.689915,-73.7779,"(40.689915, -73.7779)",MERRICK BOULEVARD,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,DRIVER INATTENTION/DISTRACTION,SEDAN,SEDAN,4206726,10151306,C26D7131-CB82-4F89-8E07-78A5915C65EE,OCCUPANT,UNSPECIFIED,19092292.0,0.0,,,,,,,REGISTRANT,F,2019,MOTORIST
2019-09-17,11:23:00,2019-09-17 11:23:00,BRONX,10457,40.853172,-73.88964,"(40.853172, -73.88964)",EAST 183 STREET,ARTHUR AVENUE,0.0,0.0,0,0,0,0,0,0,OTHER VEHICULAR,FAILURE TO YIELD RIGHT-OF-WAY,SEDAN,SEDAN,4207933,10155216,EA66F918-4EBB-4719-9D1F-3AC65F0B7607,OCCUPANT,UNSPECIFIED,19094219.0,0.0,,,,,,,REGISTRANT,,2019,MOTORIST
2019-09-17,09:35:00,2019-09-17 09:35:00,NONE,,40.69141,-73.72668,"(40.69141, -73.72668)",CROSS ISLAND PARKWAY,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4207436,10154338,931BA87B-E9AF-4DD8-AF0E-180FF22D1C81,OCCUPANT,UNSPECIFIED,19093788.0,32.0,,,,,,,REGISTRANT,M,2019,MOTORIST
2019-09-18,09:40:00,2019-09-18 09:40:00,NONE,,40.697296,-73.92378,"(40.697296, -73.92378)",CENTRAL AVENUE,,2.0,0.0,0,0,0,0,2,0,FAILURE TO KEEP RIGHT,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4209187,10158710,C7B91EB0-87B0-42F4-AEC2-FCD1F506E744,OCCUPANT,UNSPECIFIED,19095987.0,0.0,,,,,,,REGISTRANT,,2019,MOTORIST
2019-09-16,07:15:00,2019-09-16 07:15:00,QUEENS,11208,40.68319,-73.8663,"(40.68319, -73.8663)",ELDERTS LANE,ATLANTIC AVENUE,0.0,0.0,0,0,0,0,0,0,PASSING OR LANE USAGE IMPROPER,UNSPECIFIED,GARBAGE OR REFUSE,STATION WAGON/SPORT UTILITY VEHICLE,4207147,10150992,23F8CAAB-E571-4180-8ACB-5554D37AC79C,OCCUPANT,UNSPECIFIED,19092125.0,55.0,,,,,,,REGISTRANT,F,2019,MOTORIST
2019-09-15,11:30:00,2019-09-15 11:30:00,NONE,,40.67974,-73.87839,"(40.67974, -73.87839)",MILFORD STREET,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4205964,10148973,FEC7A5A4-8777-4D93-953D-DB45F99A9087,OCCUPANT,UNSPECIFIED,19091089.0,63.0,,,,,,,REGISTRANT,M,2019,MOTORIST
2019-09-16,13:05:00,2019-09-16 13:05:00,MANHATTAN,10001,40.749638,-73.985344,"(40.749638, -73.985344)",,,1.0,0.0,0,0,1,0,0,0,PEDESTRIAN/BICYCLIST/OTHER PEDESTRIAN ERROR/CONFUSION,UNSPECIFIED,SEDAN,BIKE,4207185,10152820,3DD410FC-BE3C-4D07-8265-D99F397E6705,OCCUPANT,UNSPECIFIED,19093017.0,0.0,,,,,,,REGISTRANT,U,2019,MOTORIST
2019-09-15,11:40:00,2019-09-15 11:40:00,NONE,,40.61467,-73.92809,"(40.61467, -73.92809)",FLATBUSH AVENUE,FILLMORE AVENUE,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4206641,10150133,0424CB03-42D4-4EFF-BAFE-E3AB09BFD18E,OCCUPANT,UNSPECIFIED,19091682.0,35.0,,,,,,,REGISTRANT,F,2019,MOTORIST
2019-09-18,09:05:00,2019-09-18 09:05:00,NONE,,40.677525,-73.963715,"(40.677525, -73.963715)",WASHINGTON AVENUE,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,SEDAN,PICK-UP TRUCK,4210211,10164139,17592677-93DE-4F95-A805-201D22195BF2,OCCUPANT,UNSPECIFIED,19098743.0,0.0,,,,,,,REGISTRANT,M,2019,MOTORIST
2019-09-17,14:35:00,2019-09-17 14:35:00,NONE,,40.70978,-73.82043,"(40.70978, -73.82043)",VAN WYCK EXPWY,,0.0,0.0,0,0,0,0,0,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4207731,10154074,457CF8BA-1525-4270-A5CA-8801B0185957,OCCUPANT,UNSPECIFIED,19093655.0,53.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,UNKNOWN,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2019-09-17,00:00:00,2019-09-17 00:00:00,NONE,,40.69977,-73.98294,"(40.69977, -73.98294)",SANDS STREET,,6.0,0.0,0,0,0,0,6,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,SEDAN,TAXI,4208147,10155820,1000E972-D5C2-4160-B66C-EB777CE7F1EE,OCCUPANT,UNSPECIFIED,19094520.0,0.0,,,,,,,REGISTRANT,U,2019,MOTORIST
2019-09-17,06:25:00,2019-09-17 06:25:00,NONE,,40.655422,-73.95007,"(40.655422, -73.95007)",CLARKSON AVENUE,,0.0,0.0,0,0,0,0,0,0,PASSING TOO CLOSELY,UNSPECIFIED,BUS,STATION WAGON/SPORT UTILITY VEHICLE,4207528,10153480,DEB4928B-3D68-4570-9CC2-1E5AAC28E4FC,OCCUPANT,UNSPECIFIED,19093357.0,30.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2019-09-17,18:01:00,2019-09-17 18:01:00,MANHATTAN,10004,40.705154,-74.016426,"(40.705154, -74.016426)",,,0.0,0.0,0,0,0,0,0,0,UNSAFE LANE CHANGING,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4207899,10155586,93DACD55-F0C0-4861-94E6-7B1D1B3C13D3,OCCUPANT,UNSPECIFIED,19094404.0,49.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,F,2019,MOTORIST
2019-09-15,17:15:00,2019-09-15 17:15:00,NONE,,40.689495,-73.75283,"(40.689495, -73.75283)",120 AVENUE,197 STREET,0.0,0.0,0,0,0,0,0,0,OTHER VEHICULAR,DRIVER INATTENTION/DISTRACTION,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4206832,10151294,C896EB02-5FF7-4F5B-BAE4-99AFC75C5288,OCCUPANT,UNSPECIFIED,19092285.0,0.0,,,,,,,REGISTRANT,U,2019,MOTORIST
2019-09-15,11:00:00,2019-09-15 11:00:00,QUEENS,11361,40.760082,-73.77028,"(40.760082, -73.77028)",NORTHERN BOULEVARD,213 STREET,0.0,0.0,0,0,0,0,0,0,PASSING TOO CLOSELY,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4205830,10148526,862791DA-9650-4CEA-9924-916E94AD780F,OCCUPANT,UNSPECIFIED,19090866.0,47.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2019-09-15,13:15:00,2019-09-15 13:15:00,NONE,,40.73136,-73.98257,"(40.73136, -73.98257)",1 AVENUE,,0.0,0.0,0,0,0,0,0,0,DRIVER INEXPERIENCE,DRIVER INATTENTION/DISTRACTION,STATION WAGON/SPORT UTILITY VEHICLE,TAXI,4206427,10145574,B97AB8BC-94C3-4B87-A6CC-2C3F0268F89B,OCCUPANT,UNSPECIFIED,19089406.0,,,,,,,,REGISTRANT,,2019,MOTORIST
2019-09-17,17:53:00,2019-09-17 17:53:00,NONE,,40.679565,-73.93436,"(40.679565, -73.93436)",FULTON STREET,LEWIS AVENUE,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,SEDAN,SEDAN,4208210,10154619,2A1F96F1-A952-471B-85F9-0E4E7B261179,OCCUPANT,UNSPECIFIED,19093933.0,44.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"FRONT PASSENGER, IF TWO OR MORE PERSONS, INCLUDING THE DRIVER, ARE IN THE FRONT SEAT",LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,F,2019,MOTORIST
2019-09-15,16:14:00,2019-09-15 16:14:00,MANHATTAN,10037,40.812813,-73.94181,"(40.812813, -73.94181)",LENOX AVENUE,WEST 133 STREET,0.0,0.0,0,0,0,0,0,0,PASSING TOO CLOSELY,UNSPECIFIED,SEDAN,TAXI,4206149,10182273,43D6B521-7579-440C-A1ED-EBFBCC94A786,OCCUPANT,UNSPECIFIED,19107800.0,51.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"FRONT PASSENGER, IF TWO OR MORE PERSONS, INCLUDING THE DRIVER, ARE IN THE FRONT SEAT",LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,M,2019,MOTORIST
2019-09-15,16:14:00,2019-09-15 16:14:00,MANHATTAN,10037,40.812813,-73.94181,"(40.812813, -73.94181)",LENOX AVENUE,WEST 133 STREET,0.0,0.0,0,0,0,0,0,0,PASSING TOO CLOSELY,UNSPECIFIED,SEDAN,TAXI,4206149,10182277,D8369649-6690-4D3E-8058-B6671EE9EB99,OCCUPANT,UNSPECIFIED,19107799.0,0.0,,,,,,,REGISTRANT,,2019,MOTORIST
2019-09-16,08:21:00,2019-09-16 08:21:00,MANHATTAN,10026,40.80161,-73.94874,"(40.80161, -73.94874)",,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,TAXI,BUS,4206925,10149238,698F4BF9-53E6-4B07-B769-06F98BB72ED9,OCCUPANT,UNSPECIFIED,19091213.0,0.0,,,,,,,REGISTRANT,,2019,MOTORIST
2019-09-17,10:30:00,2019-09-17 10:30:00,QUEENS,11369,40.76813,-73.87625,"(40.76813, -73.87625)",23 AVENUE,94 STREET,0.0,0.0,0,0,0,0,0,0,FAILURE TO YIELD RIGHT-OF-WAY,UNSPECIFIED,DUMP,TAXI,4208233,10156522,484548F8-AB3B-41DC-BDCB-817BA52D34FA,OCCUPANT,UNSPECIFIED,19094900.0,46.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,UNKNOWN,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2019-09-17,20:48:00,2019-09-17 20:48:00,BROOKLYN,11236,40.633606,-73.91623,"(40.633606, -73.91623)",FLATLANDS AVENUE,EAST 76 STREET,0.0,0.0,0,0,0,0,0,0,PASSING TOO CLOSELY,DRIVER INATTENTION/DISTRACTION,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4219731,10205368,0651C95B-6C54-4957-9FA1-B1630AC47BC5,OCCUPANT,UNSPECIFIED,19119358.0,55.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,F,2019,MOTORIST
2019-09-15,10:00:00,2019-09-15 10:00:00,NONE,,40.676807,-73.95576,"(40.676807, -73.95576)",BERGEN STREET,,0.0,0.0,0,0,0,0,0,0,REACTION TO UNINVOLVED VEHICLE,FAILURE TO YIELD RIGHT-OF-WAY,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4206031,10146115,02889E52-148C-4612-97E0-C3370430052A,OCCUPANT,UNSPECIFIED,19089677.0,57.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2019-09-17,16:00:00,2019-09-17 16:00:00,QUEENS,11417,40.680164,-73.84095,"(40.680164, -73.84095)",ROCKAWAY BOULEVARD,98 STREET,0.0,0.0,0,0,0,0,0,0,UNSAFE SPEED,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4207569,10159712,1CA65D2A-387E-487A-B1A9-327BDFAF9BB9,OCCUPANT,UNSPECIFIED,19096521.0,30.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2019-09-17,13:03:00,2019-09-17 13:03:00,STATEN ISLAND,10301,40.61978,-74.10793,"(40.61978, -74.10793)",,,1.0,0.0,1,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,,SEDAN,,4207744,10152068,B7482816-06CF-40EA-9524-1548AF354C90,OCCUPANT,UNSPECIFIED,19092663.0,40.0,,,,,,,REGISTRANT,F,2019,MOTORIST
